,Titre du bulletin (ANSSI),Type de bulletin,Date de publication,Identifiant CVE,Score CVSS,Base Severity,Type CWE,Score EPSS,Lien du bulletin (ANSSI),Description,Éditeur,Produit,Versions affectées
1254,Multiples vulnérabilités dans Microsoft Office ,Avis,2025-01-15,CVE-2025-21338,7.8,Élevée,CWE-190: Integer Overflow or Wraparound,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0038/,GDI+ Remote Code Execution Vulnerability,Microsoft,Windows 10 Version 1809,10.0.17763.0
1218,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-48890,6.3,n/a,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,An improper neutralization of special elements used in an OS command ('OS Command Injection') vulnerability [CWE-78] in FortiSOAR IMAP connector version 3.5.7 and below may allow an authenticated attacker to execute unauthorized code or commands via a specifically crafted playbook,Fortinet,FortiSOAR,7.5.0
1240,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-46667,6.9,n/a,Denial of service,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"A allocation of resources without limits or throttling in Fortinet FortiSIEM 5.3 all versions, 5.4 all versions, 6.x all versions, 7.0 all versions, and 7.1.0 through 7.1.5 may allow an attacker to deny valid TLS traffic via consuming all allotted connections.",Fortinet,FortiSIEM,"7.1.0, 7.0.0, 6.7.0, 6.6.0, 6.5.0, 6.4.0, 6.3.0, 6.2.0, 6.1.0, 5.4.0, 5.3.0"
1216,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-56497,6.5,n/a,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An improper neutralization of special elements used in an os command ('os command injection') in Fortinet FortiMail versions 7.2.0 through 7.2.4 and 7.0.0 through 7.0.6 and 6.4.0 through 6.4.7, FortiRecorder versions 7.0.0 and 6.4.0 through 6.4.4 allows attacker to execute unauthorized code or commands via the CLI.",Fortinet,FortiMail,"7.2.0, 7.0.0, 6.4.0"
1167,Multiples vulnérabilités dans les produits Schneider Electric ,Avis,2025-01-15,CVE-2024-11139,n/a,n/a,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0034/,"CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer vulnerability exists that
could allow local attackers to exploit these issues to potentially execute arbitrary code when opening a
malicious project file.",Schneider Electric,EcoStruxure™ Power Build Rapsody,"Version v2.5.2 NL and prior, Version v2.7.1 FR and prior, Version v2.7.5 ES and prior, Version v2.5.4 INT and prior"
1181,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13162,7.2,Élevée,CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,SQL injection in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote authenticated attacker with admin privileges to achieve remote code execution. This CVE addresses incomplete fixes from CVE-2024-32848.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1180,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13167,7.5,Élevée,CWE-787 Out-of-bounds Write,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,An out-of-bounds write in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote unauthenticated attacker to cause a denial of service.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1179,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13172,7.8,Élevée,CWE-347 Improper Verification of Cryptographic Signature,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,Improper signature verification in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote unauthenticated attacker to achieve remote code execution. Local user interaction is required.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1178,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13160,9.8,Critique,CWE-36 Absolute Path Traversal,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,Absolute path traversal in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote unauthenticated attacker to leak sensitive information.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1177,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13164,7.8,Élevée,CWE-908 Use of Uninitialized Resource,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,An uninitialized resource in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a local authenticated attacker to escalate their privileges.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1176,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-32848,n/a,n/a,n/a,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,"An unspecified SQL injection in Ivanti EPM before 2022 SU6, or the 2024 September update allows a remote authenticated attacker with admin privileges to achieve remote code execution.",Ivanti,EPM,"2024 September Security Update, 2022 SU6"
1175,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13165,7.5,Élevée,CWE-787 Out-of-bounds Write,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,An out-of-bounds write in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote unauthenticated attacker to cause a denial of service.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1174,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13166,7.5,Élevée,CWE-787 Out-of-bounds Write,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,An out-of-bounds write in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote unauthenticated attacker to cause a denial of service.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1173,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13171,7.8,Élevée,CWE-434 Unrestricted Upload of File with Dangerous Type,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,Insufficient filename validation in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote unauthenticated attacker to achieve remote code execution. Local user interaction is required.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1172,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13168,7.5,Élevée,CWE-787 Out-of-bounds Write,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,An out-of-bounds write in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote unauthenticated attacker to cause a denial of service.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1171,Multiples vulnérabilités dans les produits Schneider Electric ,Avis,2025-01-15,CVE-2024-12142,n/a,n/a,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0034/,"CWE-200: Exposure of Sensitive Information to an Unauthorized Actor vulnerability exists that could
cause information disclosure of restricted web page, modification of web page and denial of
service when specific web pages are modified and restricted functions are invoked.",Schneider Electric,Modicon M340 processors (part numbers BMXP34*),All versions
1170,Multiples vulnérabilités dans les produits Schneider Electric ,Avis,2025-01-15,CVE-2024-2658,n/a,n/a,n/a,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0034/,n/a,n/a,n/a,n/a
1169,Multiples vulnérabilités dans les produits Schneider Electric ,Avis,2025-01-15,CVE-2024-11425,n/a,n/a,CWE-131 Incorrect Calculation of Buffer Size,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0034/,"CWE-131: Incorrect Calculation of Buffer Size vulnerability exists that could cause Denial-of-Service of the
product when an unauthenticated user is sending a crafted HTTPS packet to the webserver.",Schneider Electric,"Modicon M580 CPU (part numbers BMEP* and BMEH*, excluding M580 CPU Safety)",Versions prior to SV4.30
1168,Multiples vulnérabilités dans les produits Schneider Electric ,Avis,2025-01-15,CVE-2021-29999,n/a,n/a,n/a,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0034/,An issue was discovered in Wind River VxWorks through 6.8. There is a possible stack overflow in dhcp server.,n/a,n/a,n/a
1166,Multiples vulnérabilités dans les produits Schneider Electric ,Avis,2025-01-15,CVE-2024-12399,n/a,n/a,CWE-924 Improper Enforcement of Message Integrity During Transmission in a Communication Channel,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0034/,"CWE-924: Improper Enforcement of Message Integrity During Transmission in a Communication Channel vulnerability
exists that could cause partial loss of confidentiality, loss of integrity and availability of the HMI when attacker performs
man in the middle attack by intercepting the communication.",Schneider Electric,Pro-face GP-Pro EX,All versions
1215,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-36510,4.9,Moyenne,Information disclosure,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An observable response discrepancy vulnerability [CWE-204] in FortiClientEMS 7.4.0, 7.2.0 through 7.2.4, 7.0 all versions, and FortiSOAR 7.5.0, 7.4.0 through 7.4.4, 7.3.0 through 7.3.2, 7.2 all versions, 7.0 all versions, 6.4 all versions may allow an unauthenticated attacker to enumerate valid users via observing login request responses.",Fortinet,FortiClientEMS,"7.2.0, 7.0.0"
1165,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0447,n/a,n/a,Inappropriate implementation,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Inappropriate implementation in Navigation in Google Chrome prior to 132.0.6834.83 allowed a remote attacker to perform privilege escalation via a crafted HTML page. (Chromium security severity: Low),Google,Chrome,132.0.6834.83
1164,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0436,n/a,n/a,Integer overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Integer overflow in Skia in Google Chrome prior to 132.0.6834.83 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,132.0.6834.83
1163,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0437,n/a,n/a,Out of bounds read,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Out of bounds read in Metrics in Google Chrome prior to 132.0.6834.83 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,132.0.6834.83
1162,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0438,n/a,n/a,Stack buffer overflow,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Stack buffer overflow in Tracing in Google Chrome prior to 132.0.6834.83 allowed a remote attacker to potentially exploit stack corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,132.0.6834.83
1161,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0441,n/a,n/a,Inappropriate implementation,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Inappropriate implementation in Fenced Frames in Google Chrome prior to 132.0.6834.83 allowed a remote attacker to obtain potentially sensitive information from the system via a crafted HTML page. (Chromium security severity: Medium),Google,Chrome,132.0.6834.83
1160,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0442,n/a,n/a,Inappropriate implementation,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Inappropriate implementation in Payments in Google Chrome prior to 132.0.6834.83 allowed a remote attacker who convinced a user to engage in specific UI gestures to perform UI spoofing via a crafted HTML page. (Chromium security severity: Medium),Google,Chrome,132.0.6834.83
1159,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0435,n/a,n/a,Inappropriate implementation,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Inappropriate implementation in Navigation in Google Chrome on Android prior to 132.0.6834.83 allowed a remote attacker to perform UI spoofing via a crafted HTML page. (Chromium security severity: High),Google,Chrome,132.0.6834.83
1158,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0446,n/a,n/a,Inappropriate implementation,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Inappropriate implementation in Extensions in Google Chrome prior to 132.0.6834.83 allowed a remote attacker who convinced a user to engage in specific UI gestures to perform UI spoofing via a crafted Chrome Extension. (Chromium security severity: Low),Google,Chrome,132.0.6834.83
1157,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0443,n/a,n/a,Insufficient data validation,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Insufficient data validation in Extensions in Google Chrome prior to 132.0.6834.83 allowed a remote attacker who convinced a user to engage in specific UI gestures to perform privilege escalation via a crafted HTML page. (Chromium security severity: Medium),Google,Chrome,132.0.6834.83
1156,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0439,n/a,n/a,Race,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Race in Frames in Google Chrome prior to 132.0.6834.83 allowed a remote attacker who convinced a user to engage in specific UI gestures to perform UI spoofing via a crafted HTML page. (Chromium security severity: Medium),Google,Chrome,132.0.6834.83
1155,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0434,n/a,n/a,Out of bounds memory access,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Out of bounds memory access in V8 in Google Chrome prior to 132.0.6834.83 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,132.0.6834.83
1154,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0440,n/a,n/a,Inappropriate implementation,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Inappropriate implementation in Fullscreen in Google Chrome on Windows prior to 132.0.6834.83 allowed a remote attacker to perform UI spoofing via a crafted HTML page. (Chromium security severity: Medium),Google,Chrome,132.0.6834.83
1153,Multiples vulnérabilités dans Google Chrome ,Avis,2025-01-15,CVE-2025-0448,n/a,n/a,Inappropriate implementation,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0033/,Inappropriate implementation in Compositing in Google Chrome prior to 132.0.6834.83 allowed a remote attacker to perform UI spoofing via a crafted HTML page. (Chromium security severity: Low),Google,Chrome,132.0.6834.83
1284,Multiples vulnérabilités dans Microsoft Windows ,Avis,2025-01-15,CVE-2025-21317,5.5,Moyenne,CWE-532: Insertion of Sensitive Information into Log File,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0039/,Windows Kernel Memory Information Disclosure Vulnerability,Microsoft,Windows Server 2022,10.0.20348.0
1182,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13161,9.8,Critique,CWE-36 Absolute Path Traversal,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,Absolute path traversal in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote unauthenticated attacker to leak sensitive information.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1183,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13170,7.5,Élevée,CWE-787 Out-of-bounds Write,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,An out-of-bounds write in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote unauthenticated attacker to cause a denial of service.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1184,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13158,7.2,Élevée,CWE-426 Untrusted Search Path,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,An unbounded resource search path in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a remote authenticated attacker with admin privileges to achieve remote code execution.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1185,Multiples vulnérabilités dans Ivanti Endpoint Manager  ,Avis,2025-01-15,CVE-2024-13169,7.8,Élevée,CWE-125 Out-of-bounds Read,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0035/,An out-of-bounds read in Ivanti EPM before the 2024 January-2025 Security Update and 2022 SU6 January-2025 Security Update allows a local authenticated attacker to escalate their privileges.,Ivanti,Endpoint Manager,"2024 January-2025 Security Update, 2022 SU6 January-2025 Security Update"
1214,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2023-46715,4.7,Moyenne,Improper access control,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,An origin validation error [CWE-346] vulnerability in Fortinet FortiOS  IPSec VPN version 7.4.0 through 7.4.1 and version 7.2.6 and below allows an authenticated IPSec VPN user with dynamic IP addressing to send (but not receive) packets spoofing the IP of another user via crafted network packets.,Fortinet,FortiProxy,"7.4.0, 7.2.0, 7.0.0"
1213,Multiples vulnérabilités dans les produits Fortinet ,Avis,2025-01-15,CVE-2024-36512,7,Élevée,Execute unauthorized code or commands,n/a,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0031/,"An improper limitation of a pathname to a restricted directory ('path traversal') in Fortinet FortiManager, FortiAnalyzer 7.4.0 through 7.4.3 and 7.2.0 through 7.2.5 and 7.0.2 through 7.0.12 and 6.2.10 through 6.2.13 allows attacker to execute unauthorized code or commands via crafted HTTP or HTTPS requests.",Fortinet,FortiManager,"7.4.0, 7.2.0, 7.0.2, 6.2.10"
